    0.000e+00     1.000e+00     0.000e+00     0.000e+00 
    6.464e-04     1.000e+00     6.464e-04     0.000e+00 
    1.257e-03     1.000e+00     1.257e-03     0.000e+00 
    1.896e-03     1.000e+00     1.896e-03     0.000e+00 
    2.647e-03     1.000e+00     2.647e-03     0.000e+00 
    3.502e-03     1.000e+00     3.502e-03     0.000e+00 
    4.352e-03     1.000e+00     4.352e-03     0.000e+00 
    5.234e-03     1.000e+00     5.234e-03     0.000e+00 
    6.370e-03     1.000e+00     6.370e-03     0.000e+00 
    7.482e-03     1.000e+00     7.482e-03     0.000e+00 
    8.572e-03     1.000e+00     8.572e-03     0.000e+00 
    9.790e-03     1.000e+00     9.790e-03     0.000e+00 
    1.122e-02     1.000e+00     1.122e-02     0.000e+00 
    1.258e-02     1.000e+00     1.258e-02     0.000e+00 
    1.394e-02     1.000e+00     1.394e-02     0.000e+00 
    1.564e-02     1.000e+00     1.564e-02     0.000e+00 
    1.731e-02     1.000e+00     1.731e-02     0.000e+00 
    1.891e-02     1.000e+00     1.891e-02     0.000e+00 
    2.069e-02     1.000e+00     2.069e-02     0.000e+00 
    2.269e-02     1.000e+00     2.269e-02     0.000e+00 
    2.459e-02     1.000e+00     2.459e-02     0.000e+00 
    2.650e-02     1.000e+00     2.650e-02     0.000e+00 
    2.892e-02     1.000e+00     2.892e-02     0.000e+00 
    3.116e-02     1.000e+00     3.116e-02     0.000e+00 
    3.330e-02     1.000e+00     3.330e-02     0.000e+00 
    3.582e-02     1.000e+00     3.582e-02     0.000e+00 
    3.901e-02     1.000e+00     3.901e-02     0.000e+00 
    4.196e-02     1.000e+00     4.196e-02     0.000e+00 
    4.521e-02     1.000e+00     4.521e-02     0.000e+00 
    4.973e-02     1.000e+00     4.973e-02     0.000e+00 
    5.418e-02     1.000e+00     5.418e-02     0.000e+00 
    5.862e-02     1.000e+00     5.862e-02     0.000e+00 
    6.481e-02     1.000e+00     6.481e-02     0.000e+00 
    7.133e-02     1.000e+00     7.133e-02     0.000e+00 
    7.803e-02     1.000e+00     7.803e-02     0.000e+00 
    8.566e-02     1.000e+00     8.566e-02     0.000e+00 
    9.390e-02     1.000e+00     9.390e-02     0.000e+00 
    1.028e-01     1.000e+00     1.028e-01     0.000e+00 
    1.124e-01     1.000e+00     1.124e-01     0.000e+00 
    1.228e-01     1.000e+00     1.228e-01     0.000e+00 
    1.341e-01     1.000e+00     1.341e-01     0.000e+00 
    1.463e-01     1.000e+00     1.463e-01     0.000e+00 
    1.588e-01     1.000e+00     1.588e-01     0.000e+00 
    1.717e-01     1.000e+00     1.717e-01     0.000e+00 
    1.852e-01     1.000e+00     1.852e-01     0.000e+00 
    1.996e-01     1.000e+00     1.996e-01     0.000e+00 
    2.148e-01     1.000e+00     2.148e-01     0.000e+00 
    2.306e-01     1.000e+00     2.306e-01     0.000e+00 
    2.473e-01     1.000e+00     2.473e-01     0.000e+00 
    2.650e-01     1.000e+00     2.650e-01     0.000e+00 
    2.836e-01     1.000e+00     2.836e-01     0.000e+00 
    3.024e-01     1.000e+00     3.024e-01     0.000e+00 
    3.212e-01     1.000e+00     3.212e-01     0.000e+00 
    3.385e-01     1.000e+00     3.385e-01     0.000e+00 
    3.541e-01     1.000e+00     3.541e-01     0.000e+00 
    3.666e-01     1.000e+00     3.666e-01     0.000e+00 
    3.788e-01     1.000e+00     3.788e-01     0.000e+00 
    3.879e-01     1.000e+00     3.879e-01     0.000e+00 
    3.964e-01     1.000e+00     3.964e-01     0.000e+00 
    4.048e-01     1.000e+00     4.048e-01     0.000e+00 
    4.127e-01     1.000e+00     4.127e-01     0.000e+00 
    4.186e-01     1.000e+00     4.186e-01     0.000e+00 
    4.236e-01     1.000e+00     4.236e-01     0.000e+00 
    4.280e-01     1.000e+00     4.280e-01     0.000e+00 
    4.323e-01     1.000e+00     4.323e-01     0.000e+00 
    4.364e-01     1.000e+00     4.364e-01     0.000e+00 
    4.393e-01     1.000e+00     4.393e-01    6.626e-312 
    4.416e-01     1.000e+00     4.416e-01    6.626e-312 
    4.438e-01     1.000e+00     4.438e-01    5.040e-253 
    4.459e-01     1.000e+00     4.459e-01    2.932e-111 
